,,,,,,,,,,,,,,,,,,,,,,,,12:00,iso-13:0,,13:00,,,iso-14:0,,,,14:00,iso-15:1w?,,,,iso-15:0,anteiso-15:0,15:1w?,,,15:00,,,,iso-16:1w?,,iso-16:0,anteiso-16:0,STD,,16:1w7,,,,16:00,,,10-Me-16:0,iso-17:1w?,,iso-17:0,anteiso17:0,,17:1w7,,,,cy-17:0,17:00,,,,iso-18:1w?,,iso-18:0,,,,anteiso-18:0,18:1w2,18:1w9,18:1w7,18:1w?,,18:00,,,,iso-19:1,iso-19:0,anteiso-19:0,19:1w?,,,,,19:00,,,,,,,,20:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,Dimethylphthalat,C9 Diacid,iso 12:0,,iso 13:0,ai 13:0,,14:1a,14:1ω10,iso 14:0,ai 14:0,14:1ω7,14:1ω5,,iso 15:1ω8,ai 15:1ω8,iso 15:1ω11,ai 15:1ω11,iso 15:0,ai 15:0,,15:1ω8,15:1ω6,,???,Kontamination,,iso 16:1ω7,ai 16:1ω7,iso 16:0,ai 16:0,,16:1ω9,,16:1ω7 cis,16:1ω7 trans,iso 16:1ω5 cis+trans,,17:1 ??,iso 17:1ω8,10 Me 16:0,ai 17:1ω8,17:1ω10,iso 17:0,ai 17:0,17:1ω6?,17:1ω7,17:1 cyclo,17:1 cyclo1,17:1 cyclo2,,,18:3?,(Me)4-16:0 isoprenoid,,(a)i 18:1ω9 + 10 Me 17:0 ,(a)i 18:1ω7,iso 18:0,18:2?,,ai 18:0,,,18:1ω9,18:1ω7 cis,18:1ω7 trans,18:1ω5,,br 19:1ω6,,15:0 butylester,,iso 19:0,ai 19:0,19:1ω9,,19:1 cyclo,19:1a?,19:1b?,,20:4???,20:05,20:3???,20:2???,20:04,20:1 trans,20:1 cis,,21:00,22:06,22:04,22:05,C18 dichloro methylester?,22:00,,23:00,24:00:00,25:00:00,26:00:00,27:00:00,,,,,,,,,,,,,,,,
Erucic acid(IStd),n-C12:0FA,n-C14:0-FA,n-C15:0-FA,n-C16:0-FA,n-C17:0-FA,n-C18:0-FA,n-C19:0-FA,n-C20-FA,n-C22-FA,n-C23-FA,n-C24-FA,n-C25-FA,n-C26-FA,n-C27-FA,n-C28-FA,n-C29-FA,n-C30-FA,n-C31-FA,n-C32-FA,n-C34-FA,,,,,,,,,,,,,,,,,,,,ai15:0,,,,,,,,,,,iso16:0,,,,,,,,,,10Me-16:0-FA,,,iso17:0,ai17:0,,,,,,,,,,,,,,,,,,"18:2w6,9",,,,,,,,,,,ai19:0,,,,,,,,,,,,,,,,,,,,,,,,,,,"Podocarp-8(14)-en-15-oic acid, 13a-methyl-13vinyl",,,"Podocarpan-15-oic acid, 13a-ethyl-13methyl",,Dehydroabietic acid,"Labd-8(20)-ene-15,18-dioic acid",Retinoic acid,Taraxerol,b-Amyrin,Friedelan-3-one,"Ursa-2,12-dien-28-oic acid",Diplopterol,Bishomohopan-32-ol,Hopanol,?C12-C34
