A,1-MA,2-MA,1-EA,2-EA,"1,3-DMA","1,4-DMA cis","1,4-DMA trans","1,2-DMA","1-E,3-MA","1,3,5-TrMA","1,3,6-TrMA","1,3,4-TrMA cis","1,3,4-TrMA trans","1-E,3,5-DMA","1,3,5,7-TeMA","1,2,5,7-TeMA","1,3,5,6-TeMA","1,2,3,5-TeMA","1-E,3,5,7-TrMA","1,2,3,5,7-PMA",,D,4-MD,1-MD,3-MD,"4,9-DMD","1,4 + 2,4-DMD","4,8-DMD","3,4-DMD","1,4,9-TrMD","3,4,9-TrMD"
,,,,,,,,,,,,,,,,,,,,,,Diamatane,4MD,1MD,3MD,4.9DMD,1.4+2.4DMD,4.8DMD,3.4DMD,1.4.9TrMD,3.4.9TrMD
